cpt_hcpcs,modifier_1,modifier_2,age_from,age_thru,age_units,nonfacility_total_rvus_or_base_units,nonfacility_conversion_factor,nonfacility_allowed_amount,nonfacility_effective_start,facility_total_rvus_or_base_units,facility_conversion_factor,facility_allowed_amount,facility_effective_start,note_code_1,note_code_2,note_code_3,last_pricing_review_date,tos,tos_desc,source_code,source_description
43847,,,13,20,Years,,,,,54.24,28.0672,1522.36,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
43847,,,21,999,Years,,,,,54.24,26.7305,1449.86,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
43848,,,13,20,Years,,,,,58.07,28.0672,1629.86,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
43848,,,21,999,Years,,,,,58.07,26.7305,1552.24,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
43860,,,0,20,Years,,,,,49.01,28.0672,1375.57,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
43860,,,21,999,Years,,,,,49.01,26.7305,1310.06,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
43865,,,0,20,Years,,,,,51.24,28.0672,1438.16,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
43865,,,21,999,Years,,,,,51.24,26.7305,1369.67,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
43870,,,0,20,Years,,,,,21.34,28.0672,598.95,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
43870,,,21,999,Years,,,,,21.34,26.7305,570.43,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
43880,,,0,20,Years,,,,,48.17,28.0672,1352.00,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
43880,,,21,999,Years,,,,,48.17,26.7305,1287.61,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
43881,,,0,20,Years,,,,,0.00,0.0000,580.92,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
43881,,,21,999,Years,,,,,0.00,0.0000,553.25,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
43882,,,0,20,Years,,,,,0.00,0.0000,617.68,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
43882,,,21,999,Years,,,,,0.00,0.0000,588.26,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
43886,,,13,20,Years,,,,,11.20,28.0672,314.35,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
43886,,,21,999,Years,,,,,11.20,26.7305,299.38,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
43887,,,13,20,Years,,,,,10.12,28.0672,284.04,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
43887,,,21,999,Years,,,,,10.12,26.7305,270.51,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
43888,,,13,20,Years,,,,,14.10,28.0672,395.75,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
43888,,,21,999,Years,,,,,14.10,26.7305,376.90,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
43999,,,0,999,Years,,,,,0.00,0.0000,0.00,1976-12-19,5,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44005,,,0,20,Years,,,,,32.71,28.0672,918.08,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44005,,,21,999,Years,,,,,32.71,26.7305,874.35,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44010,,,0,20,Years,,,,,25.46,28.0672,714.59,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44010,,,21,999,Years,,,,,25.46,26.7305,680.56,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44015,,,0,20,Years,,,,,4.19,28.0672,117.60,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44015,,,21,999,Years,,,,,4.19,26.7305,112.00,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44020,,,0,20,Years,,,,,29.20,28.0672,819.56,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44020,,,21,999,Years,,,,,29.20,26.7305,780.53,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44021,,,0,20,Years,,,,,29.12,28.0672,817.32,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44021,,,21,999,Years,,,,,29.12,26.7305,778.39,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44025,,,0,20,Years,,,,,29.44,28.0672,826.30,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44025,,,21,999,Years,,,,,29.44,26.7305,786.95,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44050,,,0,20,Years,,,,,28.12,28.0672,789.25,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44050,,,21,999,Years,,,,,28.12,26.7305,751.66,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44055,,,0,20,Years,,,,,44.58,28.0672,1251.24,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44055,,,21,999,Years,,,,,44.58,26.7305,1191.65,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44100,,,0,20,Years,,,,,3.15,28.0672,88.41,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44100,,,21,999,Years,,,,,3.15,26.7305,84.20,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44110,,,0,20,Years,,,,,25.53,28.0672,716.56,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44110,,,21,999,Years,,,,,25.53,26.7305,682.43,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44111,,,0,20,Years,,,,,29.31,28.0672,822.65,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44111,,,21,999,Years,,,,,29.31,26.7305,783.47,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44120,,,0,20,Years,,,,,36.59,28.0672,1026.98,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44120,,,21,999,Years,,,,,36.59,26.7305,978.07,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44121,,,0,20,Years,,,,,7.15,28.0672,200.68,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44121,,,21,999,Years,,,,,7.15,26.7305,191.12,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44125,,,0,20,Years,,,,,35.20,28.0672,987.97,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44125,,,21,999,Years,,,,,35.20,26.7305,940.91,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44126,,,0,20,Years,,,,,73.86,28.0672,2073.04,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44126,,,21,999,Years,,,,,73.86,26.7305,1974.31,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44127,,,0,20,Years,,,,,85.25,28.0672,2392.73,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44127,,,21,999,Years,,,,,85.25,26.7305,2278.78,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44128,,,0,20,Years,,,,,7.22,28.0672,202.65,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44128,,,21,999,Years,,,,,7.22,26.7305,192.99,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44130,,,0,20,Years,,,,,39.42,28.0672,1106.41,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44130,,,21,999,Years,,,,,39.42,26.7305,1053.72,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44135,,,0,999,Years,,,,,0.00,0.0000,2429.20,2022-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44136,,,0,999,Years,,,,,0.00,0.0000,2739.80,2022-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44137,,,0,20,Years,,,,,0.00,0.0000,1028.94,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44137,,,21,999,Years,,,,,0.00,0.0000,979.94,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44139,,,0,20,Years,,,,,3.56,28.0672,99.92,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44139,,,21,999,Years,,,,,3.56,26.7305,95.16,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44140,,,0,20,Years,,,,,40.18,28.0672,1127.74,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44140,,,21,999,Years,,,,,40.18,26.7305,1074.03,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44141,,,0,20,Years,,,,,54.17,28.0672,1520.40,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44141,,,21,999,Years,,,,,54.17,26.7305,1447.99,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44143,,,0,20,Years,,,,,49.34,28.0672,1384.84,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44143,,,21,999,Years,,,,,49.34,26.7305,1318.88,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44144,,,0,20,Years,,,,,52.66,28.0672,1478.02,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44144,,,21,999,Years,,,,,52.66,26.7305,1407.63,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44145,,,0,20,Years,,,,,49.22,28.0672,1381.47,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44145,,,21,999,Years,,,,,49.22,26.7305,1315.68,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44146,,,0,20,Years,,,,,62.57,28.0672,1756.16,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44146,,,21,999,Years,,,,,62.57,26.7305,1672.53,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44147,,,0,20,Years,,,,,57.64,28.0672,1617.79,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44147,,,21,999,Years,,,,,57.64,26.7305,1540.75,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44150,,,0,20,Years,,,,,55.28,28.0672,1551.55,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44150,,,21,999,Years,,,,,55.28,26.7305,1477.66,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44151,,,0,20,Years,,,,,64.29,28.0672,1804.44,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44151,,,21,999,Years,,,,,64.29,26.7305,1718.50,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44155,,,0,20,Years,,,,,61.61,28.0672,1729.22,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44155,,,21,999,Years,,,,,61.61,26.7305,1646.87,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44156,,,0,20,Years,,,,,68.72,28.0672,1928.78,2022-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44156,,,21,999,Years,,,,,68.72,26.7305,1836.92,2022-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44157,,,0,20,Years,,,,,65.35,28.0672,1834.19,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44157,,,21,999,Years,,,,,65.35,26.7305,1746.84,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44158,,,0,20,Years,,,,,66.98,28.0672,1879.94,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44158,,,21,999,Years,,,,,66.98,26.7305,1790.41,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44160,,,0,20,Years,,,,,37.17,28.0672,1043.26,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44160,,,21,999,Years,,,,,37.17,26.7305,993.57,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44180,,,0,20,Years,,,,,27.62,28.0672,775.22,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44180,,,21,999,Years,,,,,27.62,26.7305,738.30,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44186,,,0,20,Years,,,,,19.62,28.0672,550.68,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44186,,,21,999,Years,,,,,19.62,26.7305,524.45,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44187,,,0,20,Years,,,,,32.58,28.0672,914.43,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44187,,,21,999,Years,,,,,32.58,26.7305,870.88,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44188,,,0,20,Years,,,,,36.28,28.0672,1018.28,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44188,,,21,999,Years,,,,,36.28,26.7305,969.78,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44202,,,0,20,Years,,,,,41.50,28.0672,1164.79,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44202,,,21,999,Years,,,,,41.50,26.7305,1109.32,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44203,,,0,20,Years,,,,,7.12,28.0672,199.84,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44203,,,21,999,Years,,,,,7.12,26.7305,190.32,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44204,,,0,20,Years,,,,,45.80,28.0672,1285.48,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44204,,,21,999,Years,,,,,45.80,26.7305,1224.26,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44205,,,0,20,Years,,,,,39.76,28.0672,1115.95,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44205,,,21,999,Years,,,,,39.76,26.7305,1062.80,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44206,,,0,20,Years,,,,,51.88,28.0672,1456.13,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44206,,,21,999,Years,,,,,51.88,26.7305,1386.78,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44207,,,0,20,Years,,,,,53.84,28.0672,1511.14,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44207,,,21,999,Years,,,,,53.84,26.7305,1439.17,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44208,,,0,20,Years,,,,,58.62,28.0672,1645.30,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44208,,,21,999,Years,,,,,58.62,26.7305,1566.94,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44210,,,0,20,Years,,,,,52.66,28.0672,1478.02,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44210,,,21,999,Years,,,,,52.66,26.7305,1407.63,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44211,,,0,20,Years,,,,,62.70,28.0672,1759.81,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44211,,,21,999,Years,,,,,62.70,26.7305,1676.00,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44212,,,0,20,Years,,,,,60.13,28.0672,1687.68,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44212,,,21,999,Years,,,,,60.13,26.7305,1607.30,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44213,,,0,20,Years,,,,,5.51,28.0672,154.65,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44213,,,21,999,Years,,,,,5.51,26.7305,147.29,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44227,,,0,20,Years,,,,,49.37,28.0672,1385.68,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44227,,,21,999,Years,,,,,49.37,26.7305,1319.68,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44238,,,0,999,Years,,,,,0.00,0.0000,0.00,2003-06-01,10,5,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44300,,,0,20,Years,,,,,25.30,28.0672,710.10,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44300,,,21,999,Years,,,,,25.30,26.7305,676.28,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44310,,,0,20,Years,,,,,31.10,28.0672,872.89,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44310,,,21,999,Years,,,,,31.10,26.7305,831.32,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44312,,,0,20,Years,,,,,17.98,28.0672,504.65,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44312,,,21,999,Years,,,,,17.98,26.7305,480.61,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44314,,,0,20,Years,,,,,30.08,28.0672,844.26,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44314,,,21,999,Years,,,,,30.08,26.7305,804.05,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44316,,,0,20,Years,,,,,42.46,28.0672,1191.73,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44316,,,21,999,Years,,,,,42.46,26.7305,1134.98,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44320,,,0,20,Years,,,,,35.95,28.0672,1009.02,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44320,,,21,999,Years,,,,,35.95,26.7305,960.96,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44322,,,0,20,Years,,,,,30.22,28.0672,848.19,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44322,,,21,999,Years,,,,,30.22,26.7305,807.80,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44340,,,0,20,Years,,,,,19.00,28.0672,533.28,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44340,,,21,999,Years,,,,,19.00,26.7305,507.88,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44345,,,0,20,Years,,,,,31.48,28.0672,883.56,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44345,,,21,999,Years,,,,,31.48,26.7305,841.48,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44346,,,0,20,Years,,,,,35.40,28.0672,993.58,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44346,,,21,999,Years,,,,,35.40,26.7305,946.26,2024-09-01,10,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44360,,,0,20,Years,4.25,28.0672,119.29,2024-09-01,4.25,28.0672,119.29,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44360,,,21,999,Years,4.25,26.7305,113.60,2024-09-01,4.25,26.7305,113.60,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44361,,,0,20,Years,4.68,28.0672,131.35,2024-09-01,4.68,28.0672,131.35,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44361,,,21,999,Years,4.68,26.7305,125.10,2024-09-01,4.68,26.7305,125.10,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44363,,,0,20,Years,5.65,28.0672,158.58,2024-09-01,5.65,28.0672,158.58,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44363,,,21,999,Years,5.65,26.7305,151.03,2024-09-01,5.65,26.7305,151.03,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44364,,,0,20,Years,6.02,28.0672,168.96,2024-09-01,6.02,28.0672,168.96,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44364,,,21,999,Years,6.02,26.7305,160.92,2024-09-01,6.02,26.7305,160.92,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44365,,,0,20,Years,5.38,28.0672,151.00,2024-09-01,5.38,28.0672,151.00,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44365,,,21,999,Years,5.38,26.7305,143.81,2024-09-01,5.38,26.7305,143.81,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44366,,,0,20,Years,7.06,28.0672,198.15,2024-09-01,7.06,28.0672,198.15,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44366,,,21,999,Years,7.06,26.7305,188.72,2024-09-01,7.06,26.7305,188.72,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44369,,,0,20,Years,7.23,28.0672,202.93,2024-09-01,7.23,28.0672,202.93,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44369,,,21,999,Years,7.23,26.7305,193.26,2024-09-01,7.23,26.7305,193.26,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44370,,,0,20,Years,7.87,28.0672,220.89,2024-09-01,7.87,28.0672,220.89,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44370,,,21,999,Years,7.87,26.7305,210.37,2024-09-01,7.87,26.7305,210.37,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44372,,,0,20,Years,7.06,28.0672,198.15,2024-09-01,7.06,28.0672,198.15,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44372,,,21,999,Years,7.06,26.7305,188.72,2024-09-01,7.06,26.7305,188.72,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44373,,,0,20,Years,5.64,28.0672,158.30,2024-09-01,5.64,28.0672,158.30,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44373,,,21,999,Years,5.64,26.7305,150.76,2024-09-01,5.64,26.7305,150.76,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44376,,,0,20,Years,8.35,28.0672,234.36,2024-09-01,8.35,28.0672,234.36,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44376,,,21,999,Years,8.35,26.7305,223.20,2024-09-01,8.35,26.7305,223.20,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44377,,,0,20,Years,8.81,28.0672,247.27,2024-09-01,8.81,28.0672,247.27,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44377,,,21,999,Years,8.81,26.7305,235.50,2024-09-01,8.81,26.7305,235.50,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44378,,,0,20,Years,11.31,28.0672,317.44,2024-09-01,11.31,28.0672,317.44,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44378,,,21,999,Years,11.31,26.7305,302.32,2024-09-01,11.31,26.7305,302.32,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44379,,,0,20,Years,12.06,28.0672,338.49,2024-09-01,12.06,28.0672,338.49,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44379,,,21,999,Years,12.06,26.7305,322.37,2024-09-01,12.06,26.7305,322.37,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44380,,,0,20,Years,5.91,28.0672,165.88,2024-09-01,1.71,28.0672,47.99,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44380,,,21,999,Years,5.91,26.7305,157.98,2024-09-01,1.71,26.7305,45.71,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44381,,,0,20,Years,29.13,28.0672,817.60,2024-09-01,2.52,28.0672,70.73,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44381,,,21,999,Years,29.13,26.7305,778.66,2024-09-01,2.52,26.7305,67.36,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44382,,,0,20,Years,8.93,28.0672,250.64,2024-09-01,2.20,28.0672,61.75,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44382,,,21,999,Years,8.93,26.7305,238.70,2024-09-01,2.20,26.7305,58.81,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44385,,,0,20,Years,6.49,28.0672,182.16,2024-09-01,2.17,28.0672,60.91,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44385,,,21,999,Years,6.49,26.7305,173.48,2024-09-01,2.17,26.7305,58.01,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44386,,,0,20,Years,9.30,28.0672,261.02,2024-09-01,2.65,28.0672,74.38,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44386,,,21,999,Years,9.30,26.7305,248.59,2024-09-01,2.65,26.7305,70.84,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
44388,,,0,20,Years,9.48,28.0672,266.08,2024-09-01,4.62,28.0672,129.67,2024-09-01,,,,2024-09-01,2,SURGERY,PRCR402C,PHYSICIAN
